Order_Line,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Payment_Mode
1550,OF-2020-128888,5/7/2020,5/14/2020,Standard Class,PB-19105,OFF-EN-10003001,604.656,9,0.2,204.0714,Offline
1551,OF-2020-127558,5/7/2020,5/10/2020,First Class,SS-20410,FUR-FU-10002505,10.11,3,0,3.2352,Online
1552,OF-2020-127558,5/7/2020,5/10/2020,First Class,SS-20410,TEC-AC-10003832,772.47,3,0,146.7693,Offline
1553,OF-2020-127558,5/7/2020,5/10/2020,First Class,SS-20410,OFF-SU-10002537,20.46,2,0,5.3196,Offline
1554,OF-2020-128622,5/7/2020,5/9/2020,Second Class,SC-20260,OFF-SU-10001574,10.95,3,0,3.285,Offline
1555,OF-2020-149643,5/8/2020,5/12/2020,Standard Class,RH-19510,TEC-PH-10000038,273.96,2,0,10.9584,Offline
1556,ON-2020-147704,5/8/2020,5/13/2020,Standard Class,SR-20740,OFF-EN-10004483,78.35,5,0,36.8245,Offline
1557,ON-2020-147704,5/8/2020,5/13/2020,Standard Class,SR-20740,OFF-PA-10003270,31.68,6,0,14.256,Offline
1558,ON-2020-147704,5/8/2020,5/13/2020,Standard Class,SR-20740,OFF-BI-10001634,29.12,4,0,14.2688,Offline
1559,ON-2020-147704,5/8/2020,5/13/2020,Standard Class,SR-20740,OFF-ST-10000675,169.45,5,0,42.3625,Online
1560,OF-2020-160066,5/8/2020,5/14/2020,Standard Class,AH-10075,OFF-LA-10001045,5.22,2,0,2.4012,COD
1561,ON-2020-139500,5/8/2020,5/12/2020,Standard Class,AB-10165,FUR-CH-10002017,37.296,2,0.3,-1.0656,Offline
1562,OF-2020-119144,5/8/2020,5/10/2020,First Class,JD-16150,TEC-PH-10004188,79.968,4,0.2,-17.9928,Offline
1563,OF-2020-119144,5/8/2020,5/10/2020,First Class,JD-16150,FUR-BO-10004015,305.9745,3,0.15,25.1979,Online
1564,OF-2020-119144,5/8/2020,5/10/2020,First Class,JD-16150,OFF-ST-10000991,344.91,3,0,10.3473,Offline
1565,OF-2020-145926,5/9/2020,5/13/2020,Standard Class,MP-17470,FUR-CH-10004289,479.9,5,0,81.583,Offline
1566,OF-2020-119375,5/9/2020,5/14/2020,Standard Class,YC-21895,OFF-ST-10002011,2934.33,7,0,792.2691,COD
1567,OF-2020-119375,5/9/2020,5/14/2020,Standard Class,YC-21895,FUR-FU-10002379,124.41,3,0,14.9292,COD
1568,OF-2020-119375,5/9/2020,5/14/2020,Standard Class,YC-21895,OFF-AR-10003752,57.75,5,0,26.565,Offline
1569,OF-2020-140662,5/9/2020,5/11/2020,First Class,TS-21205,TEC-AC-10001314,99.98,2,0,7.9984,Offline
1570,OF-2020-140662,5/9/2020,5/11/2020,First Class,TS-21205,OFF-PA-10003395,733.95,7,0,352.296,Offline
1571,OF-2020-140662,5/9/2020,5/11/2020,First Class,TS-21205,OFF-AP-10001242,241.44,3,0,72.432,COD
1572,OF-2020-159835,5/9/2020,5/16/2020,Standard Class,RB-19330,OFF-PA-10002137,12.448,2,0.2,3.89,Online
1573,OF-2020-159835,5/9/2020,5/16/2020,Standard Class,RB-19330,FUR-CH-10004997,657.93,5,0.3,-93.99,Offline
1574,OF-2020-130869,5/9/2020,5/13/2020,Standard Class,CB-12025,OFF-EN-10002600,7.08,3,0.2,2.478,Offline
1575,OF-2020-128209,5/9/2020,5/14/2020,Standard Class,GT-14710,OFF-BI-10001359,2152.776,3,0.2,726.5619,Online
1576,OF-2020-128209,5/9/2020,5/14/2020,Standard Class,GT-14710,FUR-BO-10002213,4007.84,10,0.2,-50.098,Offline
1577,OF-2020-101833,5/9/2020,5/14/2020,Second Class,FG-14260,OFF-PA-10003591,34.44,3,0,17.22,COD
1578,OF-2020-164210,5/10/2020,5/12/2020,Second Class,PW-19240,FUR-TA-10000849,145.98,2,0.5,-99.2664,COD
1579,OF-2020-164210,5/10/2020,5/12/2020,Second Class,PW-19240,OFF-PA-10002259,35.808,4,0.2,12.5328,COD
1580,ON-2020-159926,5/10/2020,5/14/2020,Standard Class,CS-11950,OFF-BI-10003656,50.997,1,0.7,-40.7976,Online
1581,ON-2020-159926,5/10/2020,5/14/2020,Standard Class,CS-11950,OFF-ST-10003656,76.792,1,0.2,-16.3183,Offline
1582,ON-2020-159926,5/10/2020,5/14/2020,Standard Class,CS-11950,TEC-PH-10001128,539.964,6,0.4,-107.9928,COD
1583,ON-2020-159926,5/10/2020,5/14/2020,Standard Class,CS-11950,FUR-FU-10001473,60.312,3,0.2,5.2773,Offline
1584,ON-2020-159926,5/10/2020,5/14/2020,Standard Class,CS-11950,OFF-BI-10004656,1.944,3,0.7,-1.4256,Offline
1585,OF-2020-115336,5/10/2020,5/17/2020,Standard Class,AB-10600,OFF-BI-10001107,14.48,5,0.8,-23.892,Offline
1586,OF-2020-133809,5/10/2020,5/15/2020,Second Class,MS-17530,OFF-BI-10001757,11.808,8,0.7,-8.6592,Offline
1587,OF-2020-133809,5/10/2020,5/15/2020,Second Class,MS-17530,TEC-PH-10004875,9.588,2,0.4,-2.0774,COD
1588,OF-2020-104829,5/10/2020,5/13/2020,Second Class,JG-15805,OFF-PA-10003016,21.98,7,0,9.891,COD
1589,OF-2020-163468,5/10/2020,5/13/2020,First Class,JK-15730,FUR-TA-10002533,292.1,4,0.5,-175.26,COD
1590,OF-2020-163468,5/10/2020,5/13/2020,First Class,JK-15730,FUR-FU-10001546,8.544,2,0.6,-7.476,COD
1591,OF-2020-163468,5/10/2020,5/13/2020,First Class,JK-15730,FUR-BO-10003546,424.116,6,0.3,-30.294,COD
1592,OF-2020-163468,5/10/2020,5/13/2020,First Class,JK-15730,OFF-BI-10004728,2.892,3,0.8,-4.9164,Offline
1593,OF-2020-163468,5/10/2020,5/13/2020,First Class,JK-15730,OFF-ST-10000025,381.72,5,0.2,-66.801,Offline
1594,OF-2020-141173,5/10/2020,5/12/2020,Second Class,JC-16105,OFF-ST-10000885,67.15,5,0,16.7875,Offline
1595,OF-2020-161032,5/10/2020,5/15/2020,Standard Class,MK-17905,FUR-CH-10001482,392.94,3,0,43.2234,COD
1596,OF-2020-124702,5/10/2020,5/17/2020,Standard Class,MH-17785,FUR-FU-10003553,137.54,2,0,55.016,COD
1597,OF-2020-124702,5/10/2020,5/17/2020,Standard Class,MH-17785,FUR-TA-10003008,730.2,4,0,94.926,COD
1598,OF-2020-158274,5/11/2020,5/16/2020,Second Class,RM-19675,TEC-PH-10003273,503.96,4,0,131.0296,Offline
1599,OF-2020-158274,5/11/2020,5/16/2020,Second Class,RM-19675,TEC-PH-10004896,149.95,5,0,41.986,Online
1600,OF-2020-158274,5/11/2020,5/16/2020,Second Class,RM-19675,TEC-AC-10002345,29,2,0,7.25,Online
1601,OF-2020-144624,5/11/2020,5/15/2020,Standard Class,JM-15865,TEC-PH-10002885,4548.81,7,0,1228.1787,Offline
1602,ON-2020-123183,5/11/2020,5/17/2020,Standard Class,GR-14560,OFF-LA-10002787,22.5,6,0,10.8,COD
1603,ON-2020-123183,5/11/2020,5/17/2020,Standard Class,GR-14560,OFF-LA-10001569,9.96,2,0,4.5816,Online
1604,ON-2020-123183,5/11/2020,5/17/2020,Standard Class,GR-14560,OFF-BI-10002429,213.08,7,0,102.2784,Offline
1605,ON-2020-123183,5/11/2020,5/17/2020,Standard Class,GR-14560,FUR-BO-10000362,1025.88,6,0,235.9524,Online
1606,OF-2020-100972,5/11/2020,5/16/2020,Second Class,DB-13360,OFF-PA-10000357,166.44,3,0,79.8912,Offline
1607,ON-2020-149034,5/11/2020,5/13/2020,First Class,RD-19900,TEC-AC-10003023,47.496,1,0.2,-1.1874,Offline
1608,OF-2020-150518,5/11/2020,5/16/2020,Standard Class,MW-18220,OFF-ST-10000877,221.16,4,0,57.5016,COD
1609,OF-2020-150518,5/11/2020,5/16/2020,Standard Class,MW-18220,TEC-PH-10002103,281.97,3,0,78.9516,Online
1610,OF-2020-128062,5/11/2020,5/14/2020,Second Class,AD-10180,OFF-PA-10001583,5.88,1,0.2,1.9845,Offline
1611,OF-2020-140396,5/12/2020,5/17/2020,Standard Class,KH-16330,OFF-EN-10002592,34.74,3,0,17.37,COD
1612,OF-2020-140396,5/12/2020,5/17/2020,Standard Class,KH-16330,TEC-PH-10004447,833.94,6,0,216.8244,Online
1613,OF-2020-140396,5/12/2020,5/17/2020,Standard Class,KH-16330,OFF-BI-10003669,12.96,3,0.2,4.536,Offline
1614,OF-2020-140396,5/12/2020,5/17/2020,Standard Class,KH-16330,OFF-PA-10000223,25.92,4,0,12.4416,Online
1615,OF-2020-102274,5/13/2020,5/18/2020,Standard Class,DH-13075,TEC-PH-10002923,36.99,1,0,9.9873,Online
1616,OF-2020-102274,5/13/2020,5/18/2020,Standard Class,DH-13075,OFF-PA-10004359,629.1,6,0,301.968,COD
1617,OF-2020-102274,5/13/2020,5/18/2020,Standard Class,DH-13075,OFF-ST-10001511,193.95,3,0,9.6975,COD
1618,OF-2020-102274,5/13/2020,5/18/2020,Standard Class,DH-13075,OFF-AR-10002833,5.46,3,0,1.4742,Online
1619,OF-2020-103401,5/13/2020,5/18/2020,Standard Class,GR-14560,OFF-PA-10003309,12.96,2,0,6.2208,Online
1620,ON-2020-168501,5/13/2020,5/19/2020,Standard Class,JK-15325,OFF-EN-10001509,1.632,1,0.2,0.5508,Offline
1621,ON-2020-168501,5/13/2020,5/19/2020,Standard Class,JK-15325,TEC-PH-10004922,267.96,5,0.2,16.7475,Online
1622,OF-2020-154781,5/13/2020,5/18/2020,Standard Class,SC-20680,OFF-PA-10001609,6.58,2,0,3.0268,Offline
1623,OF-2020-154781,5/13/2020,5/18/2020,Standard Class,SC-20680,TEC-AC-10000474,94.99,1,0,28.497,Offline
1624,OF-2020-129091,5/14/2020,5/19/2020,Standard Class,RA-19885,OFF-EN-10004955,16.23,3,0,7.9527,Offline
1625,OF-2020-129091,5/14/2020,5/19/2020,Standard Class,RA-19885,OFF-BI-10001071,319.9,5,0,156.751,COD
1626,OF-2020-129091,5/14/2020,5/19/2020,Standard Class,RA-19885,OFF-EN-10001990,11.36,2,0,5.3392,Offline
1627,OF-2020-129091,5/14/2020,5/19/2020,Standard Class,RA-19885,OFF-AP-10002734,675.12,3,0,290.3016,Offline
1628,OF-2020-105340,5/14/2020,5/17/2020,First Class,EH-14185,OFF-BI-10001765,6.928,1,0.8,-11.0848,Online
1629,ON-2020-112200,5/14/2020,5/20/2020,Standard Class,TC-21475,OFF-BI-10002571,9.98,5,0.8,-16.467,COD
1630,OF-2020-135090,5/14/2020,5/18/2020,Standard Class,SP-20920,OFF-PA-10002245,53.82,9,0,24.219,COD
1631,OF-2020-125682,5/14/2020,5/17/2020,First Class,RB-19645,OFF-PA-10001752,9.96,2,0,4.8804,COD
1632,ON-2020-157385,5/15/2020,5/17/2020,First Class,SC-20095,FUR-CH-10000863,603.92,5,0.2,-67.941,COD
1633,ON-2020-157385,5/15/2020,5/17/2020,First Class,SC-20095,OFF-EN-10003160,21.84,3,0,10.4832,Offline
1634,ON-2020-157385,5/15/2020,5/17/2020,First Class,SC-20095,TEC-AC-10003280,29.99,1,0,6.2979,COD
1635,ON-2020-157385,5/15/2020,5/17/2020,First Class,SC-20095,FUR-CH-10000595,381.44,2,0.2,23.84,Offline
1636,OF-2020-110352,5/15/2020,5/21/2020,Standard Class,ED-13885,OFF-LA-10003923,23.68,2,0.2,8.88,Offline
1637,OF-2020-120544,5/15/2020,5/19/2020,Standard Class,SS-20140,FUR-FU-10001940,6.368,2,0.6,-2.5472,COD
1638,OF-2020-120544,5/15/2020,5/19/2020,Standard Class,SS-20140,OFF-AP-10004336,34.176,3,0.8,-87.1488,Offline
1639,OF-2020-120544,5/15/2020,5/19/2020,Standard Class,SS-20140,TEC-AC-10003709,5.544,7,0.2,1.6632,Online
1640,OF-2020-149055,5/15/2020,5/20/2020,Standard Class,PB-19210,OFF-EN-10003040,62.808,3,0.2,21.1977,Offline
1641,OF-2020-159625,5/15/2020,5/20/2020,Standard Class,SM-20005,OFF-EN-10002621,23.472,3,0.2,8.802,COD
1642,ON-2020-143721,5/15/2020,5/18/2020,Second Class,DK-12835,FUR-CH-10001973,155.372,2,0.3,-35.5136,COD
1643,OF-2020-139283,5/15/2020,5/19/2020,Standard Class,BT-11440,OFF-BI-10002049,14.67,3,0,6.7482,Online
1644,OF-2020-115973,5/16/2020,5/18/2020,First Class,NG-18430,OFF-AR-10004757,2.624,1,0.2,0.4264,Offline
1645,OF-2020-158540,5/16/2020,5/18/2020,First Class,VG-21790,FUR-FU-10001602,151.72,4,0,27.3096,Offline
1646,OF-2020-127131,5/16/2020,5/22/2020,Standard Class,HR-14830,OFF-BI-10004656,12.096,7,0.2,4.2336,Online
1647,OF-2020-127131,5/16/2020,5/22/2020,Standard Class,HR-14830,OFF-ST-10002344,485.88,6,0,9.7176,COD
1648,OF-2020-127131,5/16/2020,5/22/2020,Standard Class,HR-14830,OFF-PA-10001800,25.92,4,0,12.4416,Offline
1649,OF-2020-127131,5/16/2020,5/22/2020,Standard Class,HR-14830,OFF-ST-10000036,197.58,2,0,53.3466,Offline
1650,OF-2020-167360,5/16/2020,5/21/2020,Second Class,RB-19435,TEC-AC-10001772,111.79,7,0,43.5981,Offline
1651,OF-2020-102295,5/16/2020,5/18/2020,Second Class,EH-13990,FUR-CH-10001714,120.712,1,0.2,-18.1068,Online
1652,OF-2020-105984,5/16/2020,5/16/2020,Same Day,MY-18295,TEC-PH-10000560,1049.97,5,0.4,-209.994,Offline
1653,OF-2020-105984,5/16/2020,5/16/2020,Same Day,MY-18295,FUR-CH-10000847,611.058,3,0.3,-34.9176,COD
1654,OF-2020-163034,5/16/2020,5/20/2020,Standard Class,DK-12985,OFF-ST-10000046,646.2,5,0.2,-8.0775,COD
1655,OF-2020-153850,5/16/2020,5/21/2020,Standard Class,TH-21100,FUR-FU-10002960,35.168,7,0.2,9.6712,Offline
1656,OF-2020-153850,5/16/2020,5/21/2020,Standard Class,TH-21100,TEC-PH-10002584,1502.376,4,0.4,-250.396,COD
1657,OF-2020-100762,5/16/2020,5/21/2020,Standard Class,NG-18355,OFF-AR-10000380,151.92,4,0,45.576,Offline
1658,OF-2020-100762,5/16/2020,5/21/2020,Standard Class,NG-18355,OFF-LA-10003930,196.62,2,0,96.3438,COD
1659,OF-2020-100762,5/16/2020,5/21/2020,Standard Class,NG-18355,OFF-PA-10001815,144.12,3,0,69.1776,Offline
1660,OF-2020-100762,5/16/2020,5/21/2020,Standard Class,NG-18355,OFF-PA-10004082,15.96,2,0,7.98,Offline
1661,OF-2020-122217,5/16/2020,5/21/2020,Standard Class,HP-14815,FUR-FU-10002045,111.15,5,0,48.906,Online
1662,OF-2020-111360,5/16/2020,5/22/2020,Standard Class,AT-10435,OFF-BI-10003350,5.742,3,0.7,-4.5936,COD
1663,OF-2020-164721,5/17/2020,5/19/2020,Second Class,LW-16825,OFF-AP-10000240,320.88,6,0,93.0552,COD
1664,OF-2020-164721,5/17/2020,5/19/2020,Second Class,LW-16825,FUR-FU-10001940,23.88,3,0,10.5072,Online
1665,OF-2020-164721,5/17/2020,5/19/2020,Second Class,LW-16825,OFF-PA-10000575,26.76,4,0,12.3096,Online
1666,OF-2020-127446,5/17/2020,5/22/2020,Standard Class,MC-17590,TEC-AC-10001635,24.672,3,0.2,0,COD
1667,OF-2020-127446,5/17/2020,5/22/2020,Standard Class,MC-17590,OFF-LA-10001317,2.52,1,0.2,0.882,Online
1668,OF-2020-127446,5/17/2020,5/22/2020,Standard Class,MC-17590,FUR-TA-10000577,1218.735,5,0.3,-121.8735,COD
1669,OF-2020-127446,5/17/2020,5/22/2020,Standard Class,MC-17590,OFF-LA-10000248,5.904,2,0.2,1.9926,Online
1670,OF-2020-127446,5/17/2020,5/22/2020,Standard Class,MC-17590,OFF-PA-10000955,15.696,3,0.2,5.1012,COD
1671,OF-2020-127446,5/17/2020,5/22/2020,Standard Class,MC-17590,FUR-FU-10000221,6.096,3,0.6,-3.9624,Offline
1672,OF-2020-122588,5/17/2020,5/19/2020,Second Class,AR-10540,FUR-FU-10001095,52.96,2,0,20.1248,COD
1673,OF-2020-119151,5/17/2020,5/21/2020,Second Class,MP-18175,OFF-ST-10003470,1117.92,4,0,55.896,COD
1674,OF-2020-119151,5/17/2020,5/21/2020,Second Class,MP-18175,FUR-BO-10003159,275.952,3,0.2,-37.9434,Offline
1675,ON-2020-107993,5/17/2020,5/22/2020,Standard Class,SE-20110,OFF-AR-10003179,51.016,7,0.2,8.2901,Online
1676,ON-2020-144078,5/17/2020,5/21/2020,Standard Class,RB-19435,TEC-PH-10001580,539.92,5,0.2,47.243,Offline
1677,ON-2020-144078,5/17/2020,5/21/2020,Standard Class,RB-19435,FUR-CH-10002335,725.344,4,0.2,54.4008,COD
1678,ON-2020-144078,5/17/2020,5/21/2020,Standard Class,RB-19435,OFF-AR-10004707,7.44,3,0,2.604,Offline
1679,ON-2020-147606,5/18/2020,5/23/2020,Second Class,JE-15745,FUR-FU-10003194,19.3,5,0.6,-14.475,Offline
1680,OF-2020-168984,5/18/2020,5/24/2020,Standard Class,NW-18400,OFF-PA-10001166,15.552,3,0.2,5.4432,Online
1681,OF-2020-168984,5/18/2020,5/24/2020,Standard Class,NW-18400,OFF-ST-10001097,669.08,5,0.2,-167.27,Offline
1682,OF-2020-168984,5/18/2020,5/24/2020,Standard Class,NW-18400,TEC-PH-10000038,438.336,4,0.2,-87.6672,Offline
1683,ON-2020-147648,5/18/2020,5/23/2020,Standard Class,LS-16975,OFF-PA-10001033,81.98,2,0,40.1702,Offline
1684,OF-2020-124730,5/18/2020,5/18/2020,Same Day,LS-17245,TEC-PH-10002170,279.96,4,0,78.3888,COD
1685,OF-2020-124730,5/18/2020,5/18/2020,Same Day,LS-17245,OFF-BI-10001078,12.912,3,0.2,4.6806,COD
1686,OF-2020-124730,5/18/2020,5/18/2020,Same Day,LS-17245,OFF-BI-10001031,17.088,4,0.2,5.7672,COD
1687,OF-2020-124730,5/18/2020,5/18/2020,Same Day,LS-17245,OFF-LA-10001158,93.15,9,0,44.712,Online
1688,OF-2020-124730,5/18/2020,5/18/2020,Same Day,LS-17245,OFF-LA-10001613,11.52,4,0,5.6448,COD
1689,OF-2020-141110,5/18/2020,5/23/2020,Standard Class,LS-17200,OFF-BI-10002012,4.32,3,0.2,1.512,COD
1690,OF-2020-141110,5/18/2020,5/23/2020,Standard Class,LS-17200,OFF-PA-10002586,14.94,3,0,7.0218,Offline
1691,OF-2020-141110,5/18/2020,5/23/2020,Standard Class,LS-17200,OFF-AP-10000692,40.54,2,0,11.3512,Offline
1692,OF-2020-141110,5/18/2020,5/23/2020,Standard Class,LS-17200,OFF-BI-10001553,7.312,1,0.2,2.5592,Online
1693,OF-2020-119032,5/19/2020,5/25/2020,Standard Class,MS-17770,OFF-FA-10003021,3.76,2,0,1.316,COD
1694,OF-2020-167486,5/19/2020,5/23/2020,Standard Class,JO-15145,FUR-FU-10003268,199.9,5,0,39.98,Offline
1695,OF-2020-163013,5/20/2020,5/26/2020,Standard Class,BF-11080,OFF-AR-10001954,14.67,3,0,3.9609,Offline
1696,OF-2020-121167,5/20/2020,5/22/2020,Second Class,MO-17500,OFF-BI-10003676,17.248,2,0.2,6.0368,COD
1697,OF-2020-101560,5/20/2020,5/23/2020,Second Class,CS-12250,FUR-FU-10003773,397.6,5,0,43.736,Online
1698,OF-2020-101560,5/20/2020,5/23/2020,Second Class,CS-12250,OFF-PA-10001363,85.96,7,0,40.4012,Online
1699,OF-2020-101560,5/20/2020,5/23/2020,Second Class,CS-12250,OFF-AR-10004757,13.12,4,0,4.3296,Offline
1700,OF-2020-101560,5/20/2020,5/23/2020,Second Class,CS-12250,OFF-BI-10000309,45.66,3,0,22.3734,COD
1701,OF-2020-105249,5/20/2020,5/20/2020,Same Day,DH-13675,OFF-SU-10001225,7.36,2,0,0.1472,COD
1702,OF-2020-105249,5/20/2020,5/20/2020,Same Day,DH-13675,OFF-LA-10002043,41.4,4,0,19.872,Offline
1703,OF-2020-105249,5/20/2020,5/20/2020,Same Day,DH-13675,FUR-BO-10000330,411.332,4,0.15,-4.8392,Offline
1704,OF-2020-159800,5/20/2020,5/23/2020,First Class,SG-20470,OFF-AP-10004859,43.68,3,0,11.7936,Offline
1705,OF-2020-159800,5/20/2020,5/23/2020,First Class,SG-20470,TEC-AC-10003447,139.93,7,0,34.9825,COD
1706,OF-2020-121629,5/20/2020,5/24/2020,Standard Class,BT-11680,TEC-MA-10004679,998.85,5,0.4,-199.77,Offline
1707,ON-2020-120175,5/20/2020,5/25/2020,Standard Class,MC-17635,OFF-EN-10003862,64.02,6,0,29.4492,Offline
1708,OF-2020-136280,5/21/2020,5/28/2020,Standard Class,Co-12640,OFF-LA-10000452,5.04,2,0.2,1.764,COD
1709,ON-2020-134712,5/21/2020,5/26/2020,Standard Class,BS-11380,OFF-FA-10003112,12.624,2,0.2,3.945,Online
1710,OF-2020-153983,5/21/2020,5/28/2020,Standard Class,AH-10210,TEC-PH-10004586,575.92,2,0.2,71.99,Offline
1711,OF-2020-153983,5/21/2020,5/28/2020,Standard Class,AH-10210,OFF-FA-10003495,30.4,5,0,15.2,Online
1712,ON-2020-111353,5/21/2020,5/28/2020,Standard Class,PB-19150,OFF-LA-10002762,25.06,2,0,11.7782,Offline
1713,OF-2020-103590,5/22/2020,5/26/2020,Standard Class,JL-15505,OFF-EN-10004007,62.28,4,0,29.2716,COD
1714,OF-2020-148425,5/22/2020,5/26/2020,Standard Class,RF-19345,OFF-BI-10000201,6.642,9,0.7,-4.428,Offline
1715,OF-2020-146843,5/22/2020,5/28/2020,Standard Class,PB-19150,OFF-SU-10001664,47.992,7,0.2,3.5994,COD
1716,OF-2020-146843,5/22/2020,5/28/2020,Standard Class,PB-19150,TEC-AC-10002550,102.24,4,0.2,-16.614,COD
1717,OF-2020-120474,5/23/2020,5/25/2020,First Class,RP-19390,FUR-CH-10001854,2807.84,8,0,673.8816,Offline
1718,OF-2020-120474,5/23/2020,5/25/2020,First Class,RP-19390,OFF-AR-10000475,46.64,4,0,12.5928,Online
1719,OF-2020-131051,5/23/2020,5/27/2020,Standard Class,TR-21325,FUR-FU-10001861,58.2,3,0,28.518,Online
1720,OF-2020-131527,5/23/2020,5/29/2020,Standard Class,TB-21280,TEC-PH-10001644,95.968,4,0.2,9.5968,Offline
1721,OF-2020-150798,5/23/2020,5/25/2020,Second Class,JK-15730,TEC-CO-10001571,659.988,2,0.4,109.998,Offline
1722,OF-2020-150798,5/23/2020,5/25/2020,Second Class,JK-15730,FUR-FU-10000221,8.128,2,0.2,1.4224,COD
1723,OF-2020-150798,5/23/2020,5/25/2020,Second Class,JK-15730,OFF-PA-10001972,36.288,7,0.2,12.7008,Offline
1724,OF-2020-150798,5/23/2020,5/25/2020,Second Class,JK-15730,FUR-CH-10000015,909.72,6,0.3,-51.984,Offline
1725,ON-2020-161613,5/23/2020,5/25/2020,Second Class,MC-17605,FUR-CH-10003746,674.058,3,0.3,-19.2588,Online
1726,OF-2020-143210,5/23/2020,5/25/2020,First Class,AA-10645,TEC-PH-10004434,271.9,2,0,78.851,Offline
1727,OF-2020-143210,5/23/2020,5/25/2020,First Class,AA-10645,FUR-FU-10003878,45.84,3,0,15.5856,COD
1728,OF-2020-143210,5/23/2020,5/25/2020,First Class,AA-10645,FUR-FU-10002268,9.82,2,0,3.2406,Offline
1729,OF-2020-112158,5/24/2020,5/26/2020,First Class,DP-13165,TEC-AC-10003628,119.96,4,0,52.7824,Online
1730,OF-2020-112158,5/24/2020,5/26/2020,First Class,DP-13165,FUR-BO-10003272,883.92,5,0.2,-110.49,Online
1731,OF-2020-112158,5/24/2020,5/26/2020,First Class,DP-13165,OFF-BI-10000050,46.72,8,0.2,15.768,Offline
1732,ON-2020-117744,5/24/2020,5/28/2020,Standard Class,MD-17860,FUR-FU-10001588,58.36,5,0.6,-24.803,Offline
1733,ON-2020-117744,5/24/2020,5/28/2020,Standard Class,MD-17860,OFF-AR-10000940,16.464,7,0.2,1.4406,Offline
1734,ON-2020-117744,5/24/2020,5/28/2020,Standard Class,MD-17860,FUR-FU-10002759,39.96,5,0.6,-23.976,Offline
1735,OF-2020-132864,5/24/2020,5/29/2020,Standard Class,KN-16390,TEC-AC-10001267,119.8,5,0.2,29.95,Offline
1736,OF-2020-101147,5/24/2020,5/26/2020,First Class,MC-17575,OFF-AP-10004249,2.394,1,0.8,-6.3441,COD
1737,OF-2020-154095,5/24/2020,5/29/2020,Standard Class,ON-18715,FUR-FU-10003849,60.72,3,0,23.6808,COD
1738,OF-2020-154095,5/24/2020,5/29/2020,Standard Class,ON-18715,OFF-PA-10002923,146.82,3,0,73.41,Offline
1739,OF-2020-154095,5/24/2020,5/29/2020,Standard Class,ON-18715,FUR-CH-10004754,239.84,8,0,64.7568,Online
1740,OF-2020-154095,5/24/2020,5/29/2020,Standard Class,ON-18715,OFF-LA-10000634,15.66,6,0,7.2036,Online
1741,OF-2020-103807,5/24/2020,5/31/2020,Standard Class,EM-13825,TEC-AC-10000199,5.95,1,0,0.833,Offline
1742,OF-2020-103807,5/24/2020,5/31/2020,Standard Class,EM-13825,OFF-PA-10002195,15.24,3,0,7.1628,COD
1743,OF-2020-122749,5/25/2020,5/31/2020,Standard Class,NG-18430,TEC-PH-10003811,479.96,4,0,134.3888,Offline
1744,OF-2020-164861,5/25/2020,5/28/2020,Second Class,MC-17635,OFF-PA-10001972,25.92,4,0,12.4416,COD
1745,OF-2020-127187,5/26/2020,5/30/2020,Standard Class,CP-12085,TEC-PH-10000673,129.98,2,0,62.3904,Offline
1746,OF-2020-106376,5/27/2020,6/1/2020,Standard Class,BS-11590,OFF-AR-10002671,1113.024,8,0.2,111.3024,Offline
1747,OF-2020-106376,5/27/2020,6/1/2020,Standard Class,BS-11590,TEC-PH-10002726,167.968,4,0.2,62.988,COD
1748,OF-2020-166191,5/27/2020,5/31/2020,Second Class,DK-13150,OFF-ST-10003455,24.816,2,0.2,1.8612,Offline
1749,OF-2020-166191,5/27/2020,5/31/2020,Second Class,DK-13150,TEC-AC-10004659,408.744,7,0.2,76.6395,Online
1750,OF-2020-138296,5/27/2020,6/3/2020,Standard Class,RC-19825,OFF-ST-10002444,24.56,2,0,6.8768,Offline
1751,OF-2020-125542,5/27/2020,5/29/2020,First Class,NB-18655,OFF-EN-10000056,348.488,7,0.2,117.6147,COD
1752,OF-2020-125542,5/27/2020,5/29/2020,First Class,NB-18655,OFF-ST-10001469,172.736,4,0.2,-30.2288,COD
1753,OF-2020-151162,5/27/2020,5/31/2020,Standard Class,EA-14035,OFF-PA-10001033,98.376,3,0.2,35.6613,Offline
1754,OF-2020-151162,5/27/2020,5/31/2020,Standard Class,EA-14035,OFF-BI-10003719,29.94,4,0.7,-23.952,COD
1755,OF-2020-151162,5/27/2020,5/31/2020,Standard Class,EA-14035,OFF-PA-10003036,17.472,3,0.2,5.6784,COD
1756,OF-2020-151162,5/27/2020,5/31/2020,Standard Class,EA-14035,TEC-PH-10001870,36.738,1,0.4,-9.1845,COD
1757,OF-2020-151162,5/27/2020,5/31/2020,Standard Class,EA-14035,TEC-PH-10001809,179.94,2,0.4,-44.985,COD
1758,OF-2020-133830,5/27/2020,6/1/2020,Standard Class,RL-19615,OFF-AR-10003045,26.46,9,0,11.907,Online
1759,OF-2020-133830,5/27/2020,6/1/2020,Standard Class,RL-19615,OFF-PA-10001363,49.12,4,0,23.0864,Online
1760,OF-2020-133830,5/27/2020,6/1/2020,Standard Class,RL-19615,OFF-FA-10002280,15,3,0,7.2,COD
